Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
10,244,A type certificate is.,B,issued after a Certificate of Registration.,issued before a Certificate of Airworthiness.,issued after a Certificate of Airworthiness.
10,245,A Type Certificate is a.,C,requirement prior to the issue of a C of A for aircraft in the Transport Category.,requirement for aircraft above 2730Kg MTWA.,prerequisite to the issue of a C of A.
10,246,A design organisation is approved in accordance with.,A,IR Part-21.,IR Part-145.,BCARs.
10,247,The standard to which the B747-400 was certified to was.,B,BCAR section D.,CAR-25.,CAR-21.
10,248,A Type Certificate is issued to.,B,an aircraft type and its variants.,all aircraft of a type (e.g. A340).,each aircraft of a type.
10,249,A Certificate of design is raised.,B,by the CAA.,by the manufacturer.,by the operator.
10,250,Certificates of design certify.,C,that a major mod has been designed adequately.,that a company has design approval.,that the aircraft meets current stated design requirements BCARs/EASA as specified.
10,251,"An aircraft manufacturer approved to EASA Part-21, may maintain aircraft and issue certificates of release to service.",C,for any aircraft providing it is on its schedule of approval.,only if it holds a Part-M or Part-145 approval also,only for the aircraft that it has produced.
10,252,A type certificate issued to an aircraft by the CAA,C,shows approval of the design by the CAA only.,shows approval of the design by the CAA and would be approved under EASA.,shows approval of the design by the CAA but will not necessarily be approved under EASA.
10,253,An EASA Part-145 organisation may classify repairs as major or minor if approved in accordance with.,B,EASA Part-145.,EASA Part-21 subpart J.,CAR OPS subpart M.
10,254,type certificate is issued to.,C,aircraft identical in all major areas to a previous approved aircraft.,aircraft similar to a previous aircraft but with design differences.,a prototype aircraft.
10,255,What BCAR covers Noise Certification requirements?.,C,Section D now replaced by EASA CS-25.,Section A and B.,Section N.
10,256,Which of the following does not require a Noise Certificate?.,B,A helicopter under 5700 kg.,A small business jet aircraft.,A fixed wing aircraft under 2730 kg.
10,257,To what stage of flight is a Noise Certificate applicable?.,A,Take-off and landing.,All stages of flight.,Take-off only.
10,258,What could invalidate a Noise Certificate?.,A,A modification.,An unauthorised or unapproved repair is carried out.,"Once issued, nothing can invalidate it."
10,259,When is a Noise Certificate required to be carried aboard the aircraft?.,C,At all times.,When flying in UK airspace only.,When flying in UK or any EU member state airspace.
10,260,"On completion of a major modification to an EASA aircraft, for the purposes of a flight test.",B,issue a Certificate of Fitness to Fly since the C of A has been invalidated.,the C of A is valid providing it is still within the date shown on it.,issue a Permit to Fly.
10,261,The Flight Manual is part of the.,B,JAA Form 1.,Certificate of Airworthiness.,Certificate of Registration.
10,262,What Certificate must an Operator have who flies for public transport and cargo carrying?.,C,Air Navigation Certificate.,Air Transport Licence.,Air Operators Certificate.
10,263,The validity of a C of A extends for.,B,six months.,as stated on the certificate.,the life of the aircraft or a change of ownership
10,264,A certificate of airworthiness is a requirement of.,A,IR Part-21.,CAR OPS.,IR Part-M.
10,265,What is the period of validity for a Certificate of Registration?.,B,Until a change of ownership or maintenance arrangements.,Until a change of ownership.,The same as for the aircrafts C of A.
10,266,A series EASA aircraft flying for the approval of a major modification flies under.,B,A conditions.,a permit to fly.,B conditions.
10,267,"When preparing a weight and C of G schedule, the variable load can be calculated from the.",A,weight of the pilots and any special equipment that they carry.,weight of A.P.S. and payload.,Nothing.
10,268,A non-expiring EASA C of A will be issued by the CAA after.,C,28 September 2005.,28 September 2008.,28 September 2007.
10,269,A Certificate of Approval of Aircraft Radio Installation is awarded.,C,before the aircraft obtains a C of A.,after the aircraft obtains a C of A.,regardless of the aircraft's C of A status.
10,270,A certificate of fitness for flight.,B,clears an aircraft for a scheduled flight.,permits the aircraft to fly under A condition.,permits the aircraft to fly under B conditions.
10,271,A Certificate of Clearance can be issued by organisations with BCAR approval.,B,A8-13.,A8-9.,Primary Companies.
10,272,A flight manual.,B,must be carried on all public transport aircraft.,forms part of the C of A.,is sometimes called the operations manual.
10,273,A radio station license becomes invalid.,B,whenever a radio Flight test is required.,upon change of ownership of aircraft.,when the c of a is due for renewal.
10,274,A certificate of approval of Aircraft Radio Installation is issued to.,A,an aircraft.,an air operator.,a company approved for such installations.
10,275,A C of A for export is.,C,to allow an aircraft to be flown away on export.,A statutory document.,necessary for each exported aircraft.
10,276,The purpose for which an aircraft may be flown on a special category C of A is.,B,applicable to ex military aircraft only.,stated on the certificate.,for private use only.
10,277,The period of validity of a Permit Flight Release Certificate is.,A,stated on the permit to fly.,until the end of the days flying.,stated in the maintenance schedule.
10,278,A permit to fly is valid.,A,for 12 months.,until the date stated on it.,only for evaluating a modification.
10,279,C of As for EASA aircraft are.,C,necessary for all aircraft.,required by IR Part 145.,required by ANO.
10,280,The period of validity of an EASA C of A is.,C,as stated on certificate.,36 months.,indefinite.
10,281,An aircraft with a Standard category C of A may be used for.,A,any purpose.,carrying passenger and/or freight only.,carrying passengers only.
10,282,A Cof R is renewable.,A,when aircraft is sold abroad.,every year.,when ownership changes in U.K. only.
10,283,A C.of R.,B,is issued by Ministry of Trade and Industry.,may not be issued if aircraft could be more suitable registered elsewhere.,is valid only in country of origin.
10,284,A Noise certificate is valid for.,B,unlimited duration.,until a change in ownership of the aircraft to an owner located in another member state.,until a change in ownership of the aircraft.
10,285,Categories with respect to the C of A are.,B,"Transport, Aerial Work, Passenger and Special.",Standard and Special.,Transport (Passenger) and Passenger (Cargo).
10,286,When is a Certificate of Fitness for Flight under A conditions required?.,C,To allow an unregistered aircraft to fly for air test.,After a Certificate of Maintenance Review has been signed.,To allow an aircraft to fly on air test to check out a modification.
10,287,An aircraft Radio License has to be renewed.,C,every three years.,every five years.,only on change of aircraft ownership.
10,288,An aircraft is awaiting spares. What effect has this on the Certificate of Maintenance Review?.,B,Deduct time.,Remains unchanged.,Add time.
10,289,An aircraft with a transport category C of A cannot be flown for hire and reward except.,B,under the terms of an air operators certificate.,under the terms of an aerial work certificate.,under the terms of an aircraft dealers certificate.
10,290,"If an EASA aircraft is required to be flown without a C of A, for the issue of a C of A.",A,an EASA Permit to Fly is applied for.,it can be flown with special permission from the competent authority.,it can be flown under A Conditions.
10,291,A British aircraft manufacturer must apply for a Certificate of Airworthiness.,C,to the Department of Trade and Industry.,to the I.C.A.O.,to the C.A.A.
10,292,A Noise Certificate is a requirement of.,A,IR Part-21.,CAR OPS.,IR Part-M.
10,293,Variable load is weight of.,B,"fuel, oil and non-expendable equipment relevant to role.","crew, their baggage and equipment relevant to role.",basic weight plus operating weight.
10,294,A Flight Manual is.,B,part of the Certificate of Registration.,part of the Certificate of Airworthiness.,for information of the crew only.
10,295,What is the period of validity of a C of A for an aircraft in the Special Category below 2730 kg?.,B,"On-going, provide the aircraft is maintained to an Approved Maintenance Schedule.",1 Year.,3 Years.
10,296,A new imported series aircraft requires flight testing prior to the issue of its first UK C of A. this flight test should be carried out under.,B,A Conditions of the A.N.O.,an EASA Permit to Fly.,B Conditions of Schedule 2 of the A.N.O.
10,297,Which of the following would an EASA Permit to Fly NOT be used for?.,B,To proceed to a place where the aircraft will be painted.,To fly passengers or cargo domestically.,To check a modification
10,298,Part A of the Weight Schedule refers to.,C,the aircraft prepared for service weight.,the variable load.,the basic weight.
10,299,How many copies of the Certificate of Registration are required?.,C,"two copies, one for the flight manual, one for the filing system.","two copies, one for the owner, one for the aircraft.",one copy for the owner/operator.
10,300,Details of aircraft weight and C of G may be obtained from information given in.,B,CAA Publication CAP 562. Section 1-8.,CAA Publications CAAIP Leaflet 1-4.,Schedule 4 of the ANO.
10,301,"When preparing a weight and C of G schedule, the variable load can be calculated from the.",B,weight of the passengers plus fuel and cargo.,weight of the pilots and any special equipment that they require.,weight of the APS and payload.
10,302,When a major defect occurs during an aircraft's Certificate of Airworthiness period of validity.,A,the C of A immediately becomes invalid.,the C of A is suspended until the defect is rectified.,the C of A is not affected.
10,303,"Before an aircraft, issued with a Permit to Fly is flown, the aircraft and its equipment must be certified as fit for flight by the certification of.",C,a Fitness for Flight Certificate.,a Certificate of Release to Service.,a Permit Flight Release Certificate.
10,304,The aircraft weight schedule must be preserved by the operator.,B,for a maximum period of nine months.,for a period of six months following the next occasion on which the aircraft is weighed.,for a minimum period of three months.
10,305,Mandatory equipment required to be fitted on an aircraft would be found in.,B,BCAR Section C.,BCAR Section K or EASA Part-21 CS 25.,BCAR Section E.
10,306,How many copies must be made of the load sheet?.,C,Three.,One.,Two
10,307,Who is responsible for making a recommendation for a C of A renewal?.,A,The approved organization maintaining the aircraft to an Approved Maintenance Schedule.,The type rated engineer.,The CAA Surveyor.
10,308,When does a C of G schedule need to be renewed?.,B,At manufacturer then at 5 yearly intervals.,Whenever the weight and/or C of G are known to have changed.,Every 3 years.
10,309,At C of A renewal.,C,the aircraft never needs to we reweighed.,the aircraft needs to be reweighed.,the aircraft only needs to be reweighed if it is due for re-weighing.
10,310,An aircraft's Weight and CG schedule contains.,C,"aircraft's weight, CG, period of validity and dates.",aircraft's weight and CG only,"aircraft's weight, CG and data used for loading."
10,311,The certificate of registration becomes invalid if.,B,the AOC is termed invalid.,it is found that the aircraft is registered in another country.,the C of A is invalid.
10,312,A radio installation is.,B,a C of R requirement.,an operational requirement.,a C of A requirement.
10,313,When does a noise certificate not have to be carried?.,A,When leaving and arriving at the same aerodrome.,When in UK.,When in an EC member state.
10,314,Category 2 autoland with a decision height of 100 ft has a visual line up approach limit of.,A,300 meters.,500 meters.,400 meters.
10,315,An operator's ETOPS approval will lapse if they cease extended range operations for a period of.,C,12 months.,ETOPS approval does not lapse providing the aircraft continues to meet the equipment requirements.,13 month.
10,316,Extended Range Operations (ETOPS) is defined as flight conducted over a route that contains a point further than.,B,one hour's flying time (in still air) at the normal cruise speed from an adequate aerodrome.,one hour's flying time (in still air) at the normal one-engine-inoperative cruise speed from an adequate aerodrome.,three hour's flying time (in still air) at the normal one-engine-inoperative cruise speed from an adequate aerodrome.
10,317,The 'Threshold Time' for an ETOPS approved aircraft is.,A,60 minutes.,90 minutes.,120 minutes.
10,318,Independent and reliable electrical power should be available to an ETOPS aircraft from at least.,C,two sources at all times.,one source at all times.,three sources.
10,319,Any time limited system on an ETOPS aircraft should be available for.,C,the Rule Time minus 15 minutes.,the Rule Time.,the Rule Time plus 15 minutes.
10,320,"If an operator wishes to apply for
ETOPS approval, modifications are most likely to be required of.",C,"the aircraft design, MEL, and AMS.","the MEL, AMS and engineer training	NULL_x000D_
10	NULL	321	An instrument landing system requires.						x	x	x	x	x	x	x		A	both airborne equipment and airport ground",59
10,322,A Category 2 landing is.,C,a decision height of 60 M (200ft) or more.,a decision height of 120 M (300ft) or more.,a decision height of 30 M (100ft) or more.
10,323,A Category 3 landing is.,A,a decision height of 30 M (100ft) or less.,a decision height of 60 M (200ft) or more.,a decision height of 60 M (200ft) or less.
10,324,"The excess ILS deviation light is
coloured.",A,amber and continuous.,amber and flashing.,red and flashing.
10,325,"In a landing system, decision height is recognised by.",C,a sonar altimeter.,a barometric servo altimeter.,a radio altimeter.
10,326,A register of airlines operatoring on an AOC is maintained by the.,B,ICAO.,CAA,FAA.
10,327,What category of aircraft are 'break-in' markings required?,C,All public transport aircraft above 2300Kg.,All public transport aircraft above 5700Kg.,All aircraft registered in the UK.
10,328,A Part-145 approval covers.,A,base maintenance.,the major part of the organisation.,only line maintenance
10,329,"Aircraft manufactured abroad, but registered in the UK.",C,can fly with an export C of A.,must have a C of A issued in the UK before it can fly.,can fly with a foreign C of A.
10,330,"To facilitate a repair, a drawing can be taken from.",B,the CAA.,the manufacturer.,a part-145 organisation.
10,331,Documents to be carried on a specific aircraft for a specific purpose is given in.,B,BCAR Section A and B.,CAR-OPS.,AOC.
10,332,Safe operation of the aircraft is the responsibility of the.,C,part-M organisation.,owner.,operator.
10,333,The period of validity of a Certificate of Fitness for Flight under 'A' Conditions is.,A,7 days.,1 flight.,2 days.
10,334,The details of design of a particular aircraft can be found where?.,B,The Maintenance Manual.,The Declaration of Design and Performance.,EASA Certification Specification 25.
10,335,The validity of an EASA permit to fly is.,C,12 months.,7 days.,as stated on the certificate but not exceeding 14 days.
10,1,You are a JAR OPS organization. Explain how you would set-up an aircraft maintenance organization.,,17,76,63
10,1,What does the abbreviation ICAO stand for?,B,Intellectual Civil Aviation Organs,International Civil Aviation Organisation,International Commercial Aircraft Organisations
10,2,ICAO will help to keep international civil aviation…,A,"Safe, modern and economic","Expensive, exclusive, extraordinary","Systematic, planned, accurate"
10,2, Describe in detail the process of obtaining a Part-66 Basic License and then describe how a Part-145 quality department can issue a type approval,,90,5,43
10,3,Describe the process for attaining a Part-66 license and how you can obtain an extension to the basic license.,,76,80,32
10,4," What are the relationships between the ANO, BCARs, JARs and AWNs. List the AWNs that are applicable to the Licensed aircraft engineer.",,34,13,37
10,5,An aircraft has suffered structural damage due an accident/incident. Describe the inspection and management procedures and relevant paperwork for rectification.,,45,17,63
10,6,You are a Part-145 company - what audits would the quality department need to carry out to retain the company approval? An organogram would help your answer.,,50,53,10
10,7, Explain in some detail what areas of a 145 approved company need to be audited by the company's quality department. An organogram of the 145 structure may be helpful,,46,44,65
10,9,Which can not be defined as an organization?,A,Part 66,Part 145,Part 147
10,10,Which is not under the responsibility of CEO?,C,Making sure to run the orginization according to its approval and in a safe manner,Demonstrating a basic understanding of the part,Independent monitoring of compliance with required standards
10,3,What does the abbreviation ECAC stand for?,C,European Civil Aviation Comminity,European Civil Air Council,European Civil Aviation Conference
10,4,Which is not the aim of ECAC?,C,Close relation with ICAO,"Active cooperation with the European union, JAA and EUROCONTROL","Promotion ofcontinuous development of a safe, efficient and and sustainable worldwide air transport system"
10,5,What does the abbreviation JAA stand for?,B,Joint Aviation Agencies,Joint Aviation Authorities,Joint Association of Aviation
10,8, Describe the JAR 66 License categories with experience requirements.,,76,34,22
10,9, What are the maintenance requirements of a company under JAR OPS 1:890?,,56,44,38
10,10,. How would you convert BCAR to JAR license?,,38,71,97
10,11," What are the relationships between the ANO, BCARs, JARs and AWNs. List the AWNs that are applicable to the Licensed Aircraft Engineer.",,83,78,82
10,6,Which of the following can be said for JAA?,B,It can be seem as European Aviation Safety Agency,It has no legislation power for any European state,It is not only an associated but also a regulatory body of the ECAC
10,7,Which is not a correct match of levels of authorisation?,B,Level 1 : General Familiarisation,Level 2: Release to Service,Level 3: Line and Base Maintenance
10,8,Which is a way to get an information from documents?,C,Trust your own collections,Old training materials show always the correct action,A safe source is always the actual revision of the original documentation
10,12,What are the considerations when moving a private category aircraft into the Commercial Air Transport category?,,68,55,80
10,13, What organization system is required under JAR OPS Subpart M to support the continued airworthiness of its aircraft?,,39,76,56
10,14,"As an aircraft operator, how do you maintain your aircraft and what checks do you do?",,1,20,92
10,14,Which can be the reason of a finding?,A,Bad quality or unsafe conditions of an aircraft,"Keeping a part, component and/or aircraft airworthy",Complying with relevant EASA regulations
10,15,A finding that seriously hazards the flight safety is called…,A,Level 1 finding,Level 2 finding,Level 3 finding
10,15, Describe the process for attaining a JAR 66 license and detail the engineers’ responsibilities under JAR 145.,,3,42,51
10,16,What are the considerations and certifications for release to service when a licensed engineer carries out a component replacement?,,3,11,27
10,16,"Any data for production, modification and repairs approved by the agency or by an approved Part 21 DO is called…",B,Maintenance Schedule,Approved data,Type rating
10,17,"What is the name of such a maintenance that is change or update aircraft parts, components or functions according to approved data to improve capabilities, functional performance or safety?",C,Overhaul,Line maintenance,Modification
10,11,Which defines the task of a quality manager?,A,Establishing an independent monitoring of compliance with required standards,Making sure to run the orginization according to its approval and in a safe manner,Managing the company independently
10,12,Which of the following is not a task of a certifying staff?,C,"Verification of that parts, components and/or aircraft which correspond to the certified type",Release of aircraft into service after repair or maintenance activities have been completed,"Registration of a new part, component and/or aircraft after purchasing"
10,13,Which is wrong for the handbook(exposition) of an organization?,B,It gives a clear and precise overwiev about the organization,It gives a detailed information about the repair and maintenance on a certain type of aircraft,It shows how the organization complies with the required EASA regulations
10,18,Which is wrong for Line Maintenance?,B,That is any maintenance which is carried out before flight to ensure the aircraft is fit for intended flight,It is called also heavy maintenance due to the necessity of working under wild weather conditions,It includes minor repairs and modifications which don’t require extensive dissambly
10,19,Who is responsible from performing pre-flight check?,A,Pilot,Cabin crew,Supervisor
10,20,What does the abbreviation ETSO stand for?,A,European Technical Standard Order,European Transportation and Safety Orders,European Transportation and Safet Organizations
10,21,Which organisations need certifying staff?,A,Part 21G and Part 145,Part 66 and Part 145,Part 66 and Part 21J
10,22,What does ETSO-C95 mean?,B,FAA TSO technically differs from EASA TSO,FAA TSO is identical with EASA TSO,It doesnt exist as FAA TSO
10,23,"In which section of Part 66, procedures for competent authorities can be found?",B,Section A,Section B,Section C
10,24,An applicant for an aircraft maintenance license shall be at least…,A,18 years of age,21 years of age,22 years of age
10,25,What is the minimum age for a certifying staff or B1 B2 support staff?,B,18,21,22
