Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
8,331,"on a high winged aircraft in a banked turn, which of the following are true?",B,The down-going wing loses lift causing a stabilizing effect,The up-going wing loses lift causing a stabilizing effect,The wing dihedral causes a stabilizing effect
8,332,"If an aircraft true airspeed is halved, its indicated airspeed is reduced by",A,half,factor of four,"It is not reduced, it is doubled"
8,333,"If there is an increase of density, what effect would there be in aerodynamic dampening?",C,43,Decreased,Increased
8,334,"As Mach number increases, what is the effect on boundary layer?",A,Becomes more turbulent,Becomes less turbulent,Decreases in thickness
8,335,When a slat is retracted it moves,A,towards the upper leading edge of the wing,towards the lower leading edge of the wing,towards the center of the leading edge of the wing
8,336,In a turn the up-going wing causes a,C,de-stabilizing effect due to increased AoA,de-stabilizing effect due to decreased AoA,stabilizing effect due to decreased AoA
8,337,The stagnation point consists of,A,dynamic and static air pressure,static air pressure,dynamic air pressure
8,338,During a glide the following forces act on an aircraft,B,"lift, weight, thrust"," lift, drag, weight",lift and weight only
8,339,Yawing is a rotation around,C,the normal axis obtained by the elevator,the lateral axis obtained by the rudder,the normal axis obtained by the rudder
8,340,If an aileron is moved downward,B,the stalling angle of that wing is increased,the stalling angle of that wing is decreased,the stalling angle is not affected but the stalling speed is decreased
8,341,If the wing loading of an aircraft were reduced the stalling speed would,B,increase, decrease,not be affected
8,342,As the angle of attack increases the centre of pressure will,C,move rearward,remain static,move forward
8,343,The lift on a wing is increased with,A,an increase in pressure,an increase in humidity,an increase in temperature
8,344,An aircraft entering a level turn will require more lift,C,only if there is an increase in speed,only if there is an increase in angle of attack,in all cases
8,345,Lateral stability is reduced by increasing,A,Anhedral,Dihedral,Sweepback
8,346,Pulling the control column and rotating to the left causes,B,"elevator down, left aileron down","elevator up, left aileron up","elevator down, left aileron up"
8,347,Azimuth stability is dependent on,C,dihedral,tailplane,keel and fin
8,348,If the aircraft is slipping in turn,B,the bank angle is too great,the bank angle is too small,the nose of the aircraft is too low
8,349,"in normal flight conditions, an increase in aircraft speed",B,causes the nose of the aircraft to drop,causes the nose of the aircraft to lift,the nose remains in the same position
8,350,An aircraft sideslips. What helps to restore the aircraft?,B,Fin gives rolling movement,Dihedral causes the aircraft to roll straight and the fin increases the yaw rate,Tailplane
8,351,For an aircraft climbing at a constant IAS the Mach number will,A,increase,decrease,remain constant
8,352,The airflow behind a normal shockwave will,A,always be subsonic and in the same direction as the original airflow,always be supersonic and in the same direction as the original airflow,always be subsonic and deflected from the direction of the original airflow
8,353,Sweepback of the wings will,C,not affect lateral stability,increase lateral stability at high speeds only,increase lateral stability at all speeds
8,354,"With the flaps lowered, the stalling speed will",B, increase,decrease,remain the same
8,355,When flying close to the stall speed a pilot applies left rudder the aircraft will,C,pitch nose up,roll to the left,stall the left wing
